"eNB","cell","radio","lat","lon","lat_1_re","lon_1_re"
"25432","13","1.8GHz(20M)","37:34.38/622","127:5.9/512",37.577033,127.085976
"25432","15","2.1GHz(20M)","37:34.34/370","127:5.9/690",37.572833,127.086025
"25432","2","800MHz","37:34.34/83","127:4.53/9",37.5805,127.081639
"25432","2","800MHz","37:35.48/031","127:05.24/099",37.58385,127.090028
"25432","3","1.8GHz(20M)","37:34.34/37 ","127:5.9/69 ",37.572833,127.086025
"25432","4","1.8GHz(20M)","37:34.33/89 ","127:5.1/78 ",37.5815,127.083828
"25432","5","1.8GHz(20M)","37:34.34/83 ","127:4.53/9  ",37.5805,127.081639
"25432","5","1.8GHz(20M)","37:35.48/031","127:05.24/099",37.58385,127.090028
"25432","6","2.1GHz(20M)","37:34.34/370","127:5.9/690",37.572833,127.086025
"25432","7","2.1GHz(20M)","37:34.33/890","127:5.1/780",37.5815,127.083828
"25432","8","2.1GHz(20M)","37:34.34/830","127:4.53/900",37.5805,127.081639
"25432","8","2.1GHz(20M)","37:35.48/031","127:05.24/099",37.58385,127.090028
"25432","9","800MHz","37:34.34/37 ","127:5.9/6  ",37.572833,127.086
"25433","0","800MHz","37:35.15/150","127:5.19/644",37.585833,127.08879
"25433","1","800MHz","37:35.9/911","127:5.31/634",37.598517,127.092121
"25433","10","800MHz","37:36.45/061","127:05.57/943",37.601017,127.099429
"25433","11","800MHz","37:36.45/061","127:05.57/943",37.601017,127.099429
"25433","12","1.8GHz(20M)","37:35.20/53 ","127:5.23/41 ",37.592167,127.089836
"25433","13","1.8GHz(20M)","37:36.45/061","127:05.57/943",37.601017,127.099429
"25433","15","2.1GHz(20M)","37:35.20/530","127:5.23/410",37.592167,127.089836
"25433","2","800MHz","37:35.15/150","127:5.19/644",37.585833,127.08879
"25433","3","1.8GHz(20M)","37:35.15/15 ","127:5.19/644",37.585833,127.08879
"25433","4","1.8GHz(20M)","37:35.12/911","127:5.30/634",37.598517,127.091843
"25433","5","1.8GHz(20M)","37:35.15/15 ","127:5.19/644",37.585833,127.08879
"25433","6","2.1GHz(20M)","37:35.15/15 ","127:5.19/644",37.585833,127.08879
"25433","7","2.1GHz(20M)","37:34.43/590","127:5.18/700",37.5765,127.088528
"25433","8","2.1GHz(20M)","37:35.15/15 ","127:5.19/644",37.585833,127.08879
"25433","9","800MHz","37:35.20/320","127:5.18/520",37.588667,127.088478
"25434","0","800MHz","37:35.41/960","127:5.55/240",37.599333,127.098678
"25434","1","800MHz","37:35.39/77 ","127:6.4/49 ",37.596167,127.101247
"25434","10","800MHz","37:35.22/75 ","127:6.1/59 ",37.595833,127.100442
"25434","11","800MHz","37:35.28/59","127:5.53/20",37.593167,127.098111
"25434","12","1.8GHz(20M)","37:35.41/59 ","127:5.44/63 ",37.593167,127.095731
"25434","13","1.8GHz(20M)","37:35.25/960","127:5.57/40 ",37.599333,127.099278
"25434","13","1.8GHz(20M)","37:35.22/75 ","127:6.1/59 ",37.595833,127.100442
"25434","14","1.8GHz(20M)","37:35.28/590","127:5.53/200",37.593167,127.098111
"25434","15","2.1GHz(20M)","37:35.41/590","127:5.44/630",37.593167,127.095731
"25434","17","2.1GHz(20M)","37:35.28/590","127:5.53/200",37.593167,127.098111
"25434","2","800MHz","37:35.19/935","127:5.48/498",37.598917,127.096805
"25434","3","1.8GHz(20M)","37:35.41/96 ","127:5.55/24 ",37.599333,127.098678
"25434","4","1.8GHz(20M)","37:35.39/77 ","127:6.4/49 ",37.596167,127.101247
"25434","5","1.8GHz(20M)","37:35.19/935","127:5.48/498",37.598917,127.096805
"25434","6","2.1GHz(20M)","37:35.41/920","127:5.55/720",37.598667,127.098811
"25434","7","2.1GHz(20M)","37:35.39/770","127:6.4/490",37.596167,127.101247
"25434","8","2.1GHz(20M)","37:35.19/935","127:5.48/498",37.598917,127.096805
"25434","9","800MHz","37:35.41/59 ","127:5.44/63 ",37.593167,127.095731
"25435","0","800MHz","37:35.46/260","127:5.49/920",37.587667,127.0972
"25435","1","800MHz","37:35.48/3  ","127:6.6/44 ",37.588333,127.101789
"25435","10","800MHz","37:35.50/656","127:6.7/603",37.594267,127.102112
"25435","11","800MHz","37:36.3/53 ","127:6.15/29 ",37.608833,127.104247
"25435","12","1.8GHz(20M)","37:36.24/979","127:6.32/925",37.616317,127.109146
"25435","13","1.8GHz(20M)","37:35.50/656","127:6.7/603",37.594267,127.102112
"25435","14","1.8GHz(20M)","37:36.3/53","127:6.15/29",37.608833,127.104247
"25435","15","2.1GHz(20M)","37:36.24/979","127:6.32/925",37.616317,127.109146
"25435","16","2.1GHz(20M)","37:35.50/656","127:6.7/603",37.594267,127.102112
"25435","17","2.1GHz(20M)","37:36.3/53 ","127:6.15/29 ",37.608833,127.104247
"25435","2","800MHz","37:35.45/581","127:06.03/870",37.593017,127.101075
"25435","3","1.8GHz(20M)","37:35.46/26 ","127:5.49/92 ",37.587667,127.0972
"25435","4","1.8GHz(20M)","37:35.48/80 ","127:6.6/58 ",37.596667,127.101828
"25435","5","1.8GHz(20M)","37:35.45/581","127:06.03/870",37.593017,127.101075
"25435","6","2.1GHz(20M)","37:35.46/260","127:5.49/920",37.587667,127.0972
"25435","7","2.1GHz(20M)","37:35.48/800","127:6.6/580",37.596667,127.101828
"25435","9","800MHz","37:36.24/979","127:6.32/925",37.616317,127.109146
"25436","0","800MHz","37:36.9/250","127:6.20/440",37.604167,127.105678
"25436","1","800MHz","37:36.7/660","127:6.6/860",37.611,127.101906
"25436","10","800MHz","37:36.11/34 ","127:6.8/39 ",37.605667,127.102331
"25436","11","800MHz","37:35.22/46 ","127:5.38/68 ",37.591,127.094078
"25436","12","1.8GHz(20M)","37:36.9/779","127:6.17/823",37.612983,127.104951
"25436","13","1.8GHz(20M)","37:36.11/34 ","127:6.8/39 ",37.605667,127.102331
"25436","14","1.8GHz(20M)","37:35.22/46 ","127:5.38/68 ",37.591,127.094078
"25436","15","2.1GHz(20M)","37:36.7/240","127:6.16/430",37.604,127.104564
"25436","16","2.1GHz(20M)","37:36.11/340","127:6.8/390",37.605667,127.102331
"25436","17","2.1GHz(20M)","37:35.22/463","127:5.38/684",37.59105,127.094079
"25436","2","800MHz","37:36.17/93 ","127:6.13/87 ",37.6155,127.103853
"25436","3","1.8GHz(20M)","37:36.9/779","127:6.17/823",37.612983,127.104951
"25436","4","1.8GHz(20M)","37:36.7/66 ","127:6.6/86 ",37.611,127.101906
"25436","5","1.8GHz(20M)","37:36.17/93 ","127:6.13/87 ",37.6155,127.103853
"25436","6","2.1GHz(20M)","37:36.9/250","127:6.17/440",37.604167,127.104844
"25436","7","2.1GHz(20M)","37:36.7/660","127:6.6/860",37.611,127.101906
"25436","8","2.1GHz(20M)","37:36.17/930","127:6.13/870",37.6155,127.103853
"25436","9","800MHz","37:36.7/240","127:6.16/430",37.604,127.104564
"25437","0","800MHz","37:36.43/54 ","127:5.39/21 ",37.609,127.094225
"25437","1","800MHz","37:36.50/317","127:05.41/017",37.605283,127.094727
"25437","10","800MHz","37:36.30/5  ","127:5.14/50 ",37.608333,127.087361
"25437","11","800MHz","37:36.11/472","127:4.29/992",37.607867,127.074998
"25437","12","1.8GHz(20M)","37:36.33/17 ","127:5.40/98 ",37.602833,127.094717
"25437","13","1.8GHz(20M)","37:36.31/5  ","127:5.12/50 ",37.608333,127.086806
"25437","14","1.8GHz(20M)","37:36.11/472","127:4.29/992",37.607867,127.074998
"25437","15","2.1GHz(20M)","37:36.36/170","127:5.43/980",37.602833,127.09555
"25437","16","2.1GHz(20M)","37:36.31/50 ","127:5.12/500",37.608333,127.086806
"25437","17","2.1GHz(20M)","37:36.11/472","127:4.29/992",37.607867,127.074998
"25437","2","800MHz","37:36.22/984","127:5.41/312",37.6164,127.094809
"25437","3","1.8GHz(20M)","37:36.43/133","127:5.41/433",37.602217,127.094842
"25437","4","1.8GHz(20M)","37:36.50/317","127:05.41/017",37.605283,127.094727
"25437","5","1.8GHz(20M)","37:36.22/984","127:5.41/312",37.6164,127.094809
"25437","6","2.1GHz(20M)","37:36.43/133","127:5.41/433",37.602217,127.094842
"25437","7","2.1GHz(20M)","37:36.49/990","127:05.42/800",37.6165,127.095222
"25437","8","2.1GHz(20M)","37:36.22/984","127:5.41/312",37.6164,127.094809
"25437","9","800MHz","37:36.31/99 ","127:5.37/19 ",37.6165,127.093664
"25438","0","800MHz","37:35.14/85","127:4.35/95",37.5975,127.076653
"25438","1","800MHz","37:35.25/17 ","127:5.1/48 ",37.586167,127.083744
"25438","10","800MHz","37:35.25/34 ","127:4.36/62 ",37.589,127.076839
"25438","11","800MHz","37:35.28/292","127:4.58/309",37.5882,127.082864
"25438","12","1.8GHz(20M)","37:35.9/103","127:4.37/664",37.58505,127.077129
"25438","13","1.8GHz(20M)","37:35.25/34 ","127:4.36/62 ",37.589,127.076839
"25438","14","1.8GHz(20M)","37:35.28/292","127:4.58/309",37.5882,127.082864
"25438","15","2.1GHz(20M)","37:35.9/103","127:4.37/664",37.58505,127.077129
"25438","16","2.1GHz(20M)","37:35.25/340","127:4.36/620",37.589,127.076839
"25438","17","2.1GHz(20M)","37:35.28/292","127:4.58/309",37.5882,127.082864
"25438","2","800MHz","37:35.13/570","127:4.58/960",37.592833,127.083044
"25438","3","1.8GHz(20M)","37:35.14/85 ","127:4.35/95 ",37.5975,127.076653
"25438","4","1.8GHz(20M)","37:35.25/17 ","127:5.1/48 ",37.586167,127.083744
"25438","5","1.8GHz(20M)","37:35.13/54 ","127:4.59/93 ",37.592333,127.083314
"25438","6","2.1GHz(20M)","37:35.14/85 ","127:4.35/95 ",37.5975,127.076653
"25438","7","2.1GHz(20M)","37:35.25/170","127:5.1/480",37.586167,127.083744
"25438","8","2.1GHz(20M)","37:35.13/540","127:4.58/930",37.592333,127.083036
"25438","9","800MHz","37:35.9/103","127:4.37/664",37.58505,127.077129
"25439","0","800MHz","37:36.50/006","127:05.52/006",37.6001,127.097779
"25439","1","800MHz","37:35.44/947","127:05.39/189",37.599117,127.094219
"25439","10","800MHz","37:36.8/410","127:6.29/950",37.606833,127.108319
"25439","11","800MHz","37:35.16/493","127:04.24/848",37.59155,127.073569
"25439","12","1.8GHz(20M)","37:36.23/263","127:05.41/047",37.604383,127.094735
"25439","13","1.8GHz(20M)","37:36.8/410","127:6.29/950",37.606833,127.108319
"25439","14","1.8GHz(20M)","37:35.16/493","127:04.24/848",37.59155,127.073569
"25439","16","2.1GHz(20M)","37:36.8/410","127:6.29/950",37.606833,127.108319
"25439","2","800MHz","37:36.22/070","127:05.35/035",37.601167,127.093065
"25439","3","1.8GHz(20M)","37:36.50/006","127:05.52/006",37.6001,127.097779
"25439","4","1.8GHz(20M)","37:35.44/947","127:05.39/189",37.599117,127.094219
"25439","5","1.8GHz(20M)","37:36.22/070","127:05.35/035",37.601167,127.093065
"25439","7","2.1GHz(20M)","37:35.44/947","127:05.39/189",37.599117,127.094219
"25439","9","800MHz","37:36.23/263","127:05.41/047",37.604383,127.094735
"25440","0","800MHz","37:37.3/1  ","127:6.9/20 ",37.618333,127.102556
"25440","1","800MHz","37:35.37/542","127:5.44/271",37.592367,127.095631
"25440","10","800MHz","37:37.0/444","127:5.38/255",37.624067,127.09396
"25440","12","1.8GHz(20M)","37:36.54/629","127:6.12/890",37.610483,127.103581
"25440","13","1.8GHz(20M)","37:37.0/444","127:5.38/255",37.624067,127.09396
"25440","15","2.1GHz(20M)","37:36.54/629","127:6.12/890",37.610483,127.103581
"25440","2","800MHz","37:36.38/498","127:6.47/851",37.6083,127.113292
"25440","2","800MHz","37:36.48/31 ","127:6.8/92 ",37.605167,127.102478
"25440","3","1.8GHz(20M)","37:37.3/902","127:6.9/499",37.6317,127.102639
"25440","4","1.8GHz(20M)","37:35.37/542","127:5.44/271",37.592367,127.095631
"25440","5","1.8GHz(20M)","37:36.38/498","127:6.47/851",37.6083,127.113292
"25440","5","1.8GHz(20M)","37:36.48/300","127:6.7/920",37.605,127.1022
"25440","6","2.1GHz(20M)","37:37.3/260","127:6.9/580",37.621,127.102661
"25440","8","2.1GHz(20M)","37:36.48/310","127:6.8/920",37.605167,127.102478
"25440","8","2.1GHz(20M)","37:36.38/498","127:6.47/851",37.6083,127.113292
"25440","9","800MHz","37:36.54/629","127:6.12/890",37.610483,127.103581
"26499","0","800MHz","37:35.13/025","127:01.36/078",37.58375,127.026688
"26499","1","800MHz","37:35.24/925","127:01.06/098",37.59875,127.018361
"26499","10","800MHz","37:35.23/677","127:01.54/524",37.594617,127.031812
"26499","11","800MHz","37:35.13/025","127:01.36/078",37.58375,127.026688
"26499","13","1.8GHz(20M)","37:35.23/677","127:01.54/524",37.594617,127.031812
"26499","14","1.8GHz(20M)","37:34.27/800","127:00.25/270",37.58,127.007019
"26499","15","1.8GHz(20M)","37:35.23/677","127:01.54/524",37.594617,127.031812
"26499","16","1.8GHz(20M)","37:35.03/053","127:01.36/092",37.584217,127.026692
"26499","17","1.8GHz(20M)","37:35.12/56 ","127:2.16/553",37.592667,127.037931
"26499","18","800MHz","37:35.24/925","127:01.06/098",37.59875,127.018361
"26499","19","800MHz","37:35.23/677","127:01.54/524",37.594617,127.031812
"26499","2","800MHz","37:35.13/025","127:01.36/078",37.58375,127.026688
"26499","20","800MHz","37:34.27/800","127:00.25/270",37.58,127.007019
"26499","27","800MHz","37:35.23/677","127:01.54/524",37.594617,127.031812
"26499","28","800MHz","37:35.03/053","127:01.36/092",37.584217,127.026692
"26499","29","800MHz","37:35.12/56 ","127:2.16/553",37.592667,127.037931
"26499","4","1.8GHz(20M)","37:35.24/925","127:01.06/098",37.59875,127.018361
"26499","5","1.8GHz(20M)","37:35.13/025","127:01.36/078",37.58375,127.026688
"26499","7","1.8GHz(20M)","37:35.23/677","127:01.54/524",37.594617,127.031812
"26499","8","1.8GHz(20M)","37:35.13/025","127:01.36/078",37.58375,127.026688
"26499","9","800MHz","37:35.13/077","127:01.36/035",37.584617,127.026676
"26500","0","800MHz","37:35.5/160","127:1.45/200",37.586,127.029222
"26500","1","800MHz","37:35.03/091","127:01.44/308",37.58485,127.028974
"26500","10","800MHz","37:34.59/420","127:01.41/780",37.573667,127.028272
"26500","11","800MHz","37:34.57/1  ","127:1.29/40 ",37.568333,127.024833
"26500","12","1.8GHz(20M)","37:35.6/16 ","127:1.45/2  ",37.586,127.029222
"26500","13","1.8GHz(20M)","37:34.59/420","127:01.41/780",37.573667,127.028272
"26500","14","1.8GHz(20M)","37:34.57/100","127:01.29/400",37.568333,127.024833
"26500","15","2.1GHz(20M)","37:35.5/162","127:1.45/22 ",37.586033,127.029228
"26500","16","2.1GHz(20M)","37:34.59/420","127:01.41/780",37.573667,127.028272
"26500","2","800MHz","37:34.57/100","127:1.29/400",37.568333,127.024833
"26500","3","1.8GHz(20M)","37:35.6/16 ","127:1.45/2  ",37.586,127.029222
"26500","4","1.8GHz(20M)","37:35.03/091","127:01.44/308",37.58485,127.028974
"26500","5","1.8GHz(20M)","37:34.57/1  ","127:1.29/40 ",37.568333,127.024833
"26500","6","2.1GHz(20M)","37:35.5/183","127:1.45/223",37.586383,127.029229
"26500","7","2.1GHz(20M)","37:35.03/091","127:01.44/308",37.58485,127.028974
"26500","8","2.1GHz(20M)","37:34.56/166","127:1.29/403",37.569433,127.024834
"26500","9","800MHz","37:35.6/160","127:1.45/200",37.586,127.029222
"26501","0","800MHz","37:35.18/14 ","127:2.6/25 ",37.585667,127.035069
"26501","1","800MHz","37:35.15/437","127:02.03/421",37.590617,127.034284
"26501","10","800MHz","37:35.13/15 ","127:2.4/35 ",37.585833,127.034542
"26501","11","800MHz","37:35.10/24 ","127:2.1/52 ",37.587333,127.033756
"26501","12","1.8GHz(20M)","37:35.18/14 ","127:2.6/25 ",37.585667,127.035069
"26501","13","1.8GHz(20M)","37:35.13/15 ","127:2.4/35 ",37.585833,127.034542
"26501","14","1.8GHz(20M)","37:35.10/24 ","127:2.1/52 ",37.587333,127.033756
"26501","15","2.1GHz(20M)","37:35.18/142","127:2.6/252",37.5857,127.03507
"26501","16","2.1GHz(20M)","37:35.13/150","127:2.4/350",37.585833,127.034542
"26501","17","2.1GHz(20M)","37:35.10/240","127:2.1/520",37.587333,127.033756
"26501","2","800MHz","37:35.04/484","127:01.49/846",37.5914,127.030513
"26501","3","1.8GHz(20M)","37:35.18/14 ","127:2.6/25 ",37.585667,127.035069
"26501","4","1.8GHz(20M)","37:35.15/437","127:02.03/421",37.590617,127.034284
"26501","5","1.8GHz(20M)","37:35.04/484","127:01.49/846",37.5914,127.030513
"26501","6","2.1GHz(20M)","37:35.18/142","127:2.6/252",37.5857,127.03507
"26501","7","2.1GHz(20M)","37:35.15/437","127:02.03/421",37.590617,127.034284
"26501","9","800MHz","37:35.18/14 ","127:2.6/25 ",37.585667,127.035069
"26502","0","800MHz","37:35.19/530","127:01.43/858",37.592167,127.028849
"26502","1","800MHz","37:35.22/430","127:1.45/360",37.5905,127.029267
"26502","1","800MHz","37:35.22/043","127:01.45/036",37.58405,127.029177
"26502","12","1.8GHz(20M)","37:35.19/360","127:1.48/961",37.589333,127.030267
"26502","15","2.1GHz(20M)","37:35.19/360","127:1.48/961",37.589333,127.030267
"26502","2","800MHz","37:35.16/48 ","127:1.46/58 ",37.591333,127.029606
"26502","2","800MHz","37:35.16/54 ","127:1.45/16 ",37.592333,127.029211
"26502","3","1.8GHz(20M)","37:35.19/530","127:01.43/858",37.592167,127.028849
"26502","4","1.8GHz(20M)","37:35.22/863","127:1.45/734",37.597717,127.029371
"26502","4","1.8GHz(20M)","37:35.22/863","127:01.45/734",37.597717,127.029371
"26502","5","1.8GHz(20M)","37:35.16/54 ","127:1.45/16 ",37.592333,127.029211
"26502","5","1.8GHz(20M)","37:35.16/480","127:1.46/580",37.591333,127.029606
"26502","6","2.1GHz(20M)","37:35.19/530","127:01.43/858",37.592167,127.028849
"26502","7","2.1GHz(20M)","37:35.22/432","127:1.45/362",37.590533,127.029267
"26502","7","2.1GHz(20M)","37:35.22/863","127:1.45/734",37.597717,127.029371
"26502","8","2.1GHz(20M)","37:35.16/480","127:1.46/580",37.591333,127.029606
"26502","8","2.1GHz(20M)","37:35.16/540","127:1.45/160",37.592333,127.029211
"26502","9","800MHz","37:35.19/360","127:1.48/961",37.589333,127.030267
"26503","0","800MHz","37:35.9/712","127:1.55/150",37.5952,127.031986
"26503","1","800MHz","37:35.9/712","127:1.55/150",37.5952,127.031986
"26503","10","800MHz","37:35.11/302","127:01.49/985",37.588367,127.030551
"26503","11","800MHz","37:35.9/66 ","127:1.40/16 ",37.594333,127.027822
"26503","12","1.8GHz(20M)","37:35.09/696","127:01.54/646",37.594933,127.031846
"26503","13","1.8GHz(20M)","37:35.11/302","127:01.49/985",37.588367,127.030551
"26503","14","1.8GHz(20M)","37:35.9/66 ","127:1.40/16 ",37.594333,127.027822
"26503","15","2.1GHz(20M)","37:35.9/712","127:1.55/150",37.5952,127.031986
"26503","16","2.1GHz(20M)","37:35.11/302","127:01.49/985",37.588367,127.030551
"26503","17","2.1GHz(20M)","37:35.9/662","127:1.41/162",37.594367,127.028101
"26503","2","800MHz","37:35.11/710","127:1.46/169",37.595167,127.029491
"26503","3","1.8GHz(20M)","37:35.9/696","127:1.54/646",37.594933,127.031846
"26503","4","1.8GHz(20M)","37:35.9/696","127:1.54/646",37.594933,127.031846
"26503","5","1.8GHz(20M)","37:35.11/710","127:1.46/169",37.595167,127.029491
"26503","6","2.1GHz(20M)","37:35.9/712","127:1.55/150",37.5952,127.031986
"26503","7","2.1GHz(20M)","37:35.9/712","127:1.55/150",37.5952,127.031986
"26503","8","2.1GHz(20M)","37:35.12/710","127:1.46/169",37.595167,127.029491
"26503","9","800MHz","37:35.09/710","127:01.55/140",37.595167,127.031983
"26504","0","800MHz","37:35.36/720","127:1.37/230",37.595333,127.027008
"26504","0","800MHz","37:35.40/985","127:01.29/500",37.59975,127.024861
"26504","1","800MHz","37:35.28/5  ","127:1.44/15 ",37.591667,127.028931
"26504","1","800MHz","37:35.34/117","127:1.41/596",37.585283,127.028221
"26504","11","800MHz","37:35.26/280","127:02.06/420",37.588,127.035117
"26504","14","1.8GHz(20M)","37:35.26/280","127:02.06/420",37.588,127.035117
"26504","17","2.1GHz(20M)","37:35.31/282","127:02.08/422",37.588033,127.035673
"26504","2","800MHz","37:35.19/500","127:01.56/543",37.591667,127.032373
"26504","3","1.8GHz(20M)","37:35.36/72 ","127:1.37/23 ",37.595333,127.027008
"26504","3","1.8GHz(20M)","37:35.40/985","127:01.29/500",37.59975,127.024861
"26504","4","1.8GHz(20M)","37:35.28/5  ","127:1.44/15 ",37.591667,127.028931
"26504","4","1.8GHz(20M)","37:35.34/117","127:01.41/596",37.585283,127.028221
"26504","5","1.8GHz(20M)","37:35.19/500","127:01.56/543",37.591667,127.032373
"26504","6","2.1GHz(20M)","37:35.40/985","127:01.29/500",37.59975,127.024861
"26504","6","2.1GHz(20M)","37:35.34/722","127:1.42/232",37.595367,127.028398
"26504","7","2.1GHz(20M)","37:35.28/522","127:1.44/152",37.592033,127.028931
"26505","0","800MHz","37:35.23/33 ","127:1.42/83 ",37.588833,127.028564
"26505","1","800MHz","37:35.2/40 ","127:1.23/28 ",37.59,127.023133
"26505","10","800MHz","37:35.19/349","127:01.54/133",37.58915,127.031704
"26505","11","800MHz","37:35.19/349","127:01.54/133",37.58915,127.031704
"26505","12","1.8GHz(20M)","37:35.11/817","127:1.30/961",37.59695,127.025267
"26505","13","1.8GHz(20M)","37:35.19/349","127:01.54/133",37.58915,127.031704
"26505","14","1.8GHz(20M)","37:35.19/349","127:2.6/133",37.58915,127.035037
"26505","15","2.1GHz(20M)","37:35.11/817","127:1.30/961",37.59695,127.025267
"26505","16","2.1GHz(20M)","37:35.23/047","127:01.38/550",37.584117,127.027375
"26505","17","2.1GHz(20M)","37:35.33/349","127:1.30/133",37.58915,127.025037
"26505","2","800MHz","37:35.28/047","127:01.34/550",37.584117,127.026264
"26505","3","1.8GHz(20M)","37:35.23/33 ","127:1.42/83 ",37.588833,127.028564
"26505","4","1.8GHz(20M)","37:35.2/40 ","127:1.23/28 ",37.59,127.023133
"26505","5","1.8GHz(20M)","37:35.28/047","127:01.34/550",37.584117,127.026264
"26505","6","2.1GHz(20M)","37:35.14/331","127:1.31/832",37.58885,127.025509
"26505","7","2.1GHz(20M)","37:35.2/402","127:1.23/282",37.590033,127.023134
"26505","8","2.1GHz(20M)","37:35.23/047","127:01.38/550",37.584117,127.027375
"26505","9","800MHz","37:35.11/817","127:1.30/961",37.59695,127.025267
"26506","0","800MHz","37:34.13/710","127:01.56/220",37.5785,127.032283
"26506","1","800MHz","37:34.54/69 ","127:1.26/5  ",37.578167,127.024028
"26506","10","800MHz","37:35.29/65 ","127:1.59/92 ",37.594167,127.033311
"26506","11","800MHz","37:35.21/12 ","127:1.23/4  ",37.585333,127.023167
"26506","12","1.8GHz(20M)","37:34.48/65 ","127:1.26/72 ",37.5775,127.024089
"26506","13","1.8GHz(20M)","37:35.29/65 ","127:1.59/92 ",37.594167,127.033311
"26506","14","1.8GHz(20M)","37:35.21/120","127:1.23/400",37.585333,127.023167
"26506","15","2.1GHz(20M)","37:34.49/652","127:1.27/722",37.577533,127.024367
"26506","16","2.1GHz(20M)","37:35.29/652","127:1.58/922",37.5942,127.033034
"26506","17","2.1GHz(20M)","37:35.21/120","127:1.23/400",37.585333,127.023167
"26506","2","800MHz","37:35.26/280","127:02.06/420",37.588,127.035117
"26506","3","1.8GHz(20M)","37:34.13/710","127:01.56/220",37.5785,127.032283
"26506","4","1.8GHz(20M)","37:34.54/69 ","127:1.26/5  ",37.578167,127.024028
"26506","5","1.8GHz(20M)","37:35.26/280","127:02.06/420",37.588,127.035117
"26506","6","2.1GHz(20M)","37:34.13/710","127:1.56/220",37.5785,127.032283
"26506","7","2.1GHz(20M)","37:34.54/692","127:1.26/52 ",37.5782,127.024033
"26506","8","2.1GHz(20M)","37:35.31/282","127:02.08/422",37.588033,127.035673
"26506","9","800MHz","37:34.48/65 ","127:1.26/72 ",37.5775,127.024089
"26507","0","800MHz","37:35.35/29 ","127:2.25/38 ",37.588167,127.040383
"26507","1","800MHz","37:35.21/050","127:02.14/450",37.584167,127.037347
"26507","10","800MHz","37:35.27/150","127:2.12/427",37.585833,127.036785
"26507","11","800MHz","37:35.23/390","127:02.19/695",37.589833,127.038804
"26507","12","1.8GHz(20M)","37:35.35/287","127:2.20/956",37.588117,127.039154
"26507","13","1.8GHz(20M)","37:35.27/150","127:2.12/427",37.585833,127.036785
"26507","14","1.8GHz(20M)","37:35.23/390","127:02.19/695",37.589833,127.038804
"26507","15","2.1GHz(20M)","37:35.35/287","127:2.20/956",37.588117,127.039154
"26507","16","2.1GHz(20M)","37:35.27/150","127:2.12/427",37.585833,127.036785
"26507","17","2.1GHz(20M)","37:35.23/390","127:02.19/695",37.589833,127.038804
"26507","2","800MHz","37:35.27/877","127:2.16/468",37.59795,127.037908
"26507","3","1.8GHz(20M)","37:35.35/29 ","127:2.25/38 ",37.588167,127.040383
"26507","4","1.8GHz(20M)","37:35.21/050","127:02.14/450",37.584167,127.037347
"26507","5","1.8GHz(20M)","37:35.27/877","127:2.16/468",37.59795,127.037908
"26507","6","2.1GHz(20M)","37:35.35/290","127:2.25/380",37.588167,127.040383
"26507","7","2.1GHz(20M)","37:35.21/050","127:02.14/450",37.584167,127.037347
"26507","8","2.1GHz(20M)","37:35.27/877","127:2.16/468",37.59795,127.037908
"26507","9","800MHz","37:35.35/287","127:2.20/956",37.588117,127.039154
"26508","0","800MHz","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","1","800MHz","37:35.10/99 ","127:2.16/73 ",37.599833,127.037981
"26508","10","800MHz","37:35.12/521","127:02.23/871",37.592017,127.039964
"26508","11","800MHz","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","12","1.8GHz(20M)","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","13","1.8GHz(20M)","37:35.12/521","127:02.23/871",37.592017,127.039964
"26508","14","1.8GHz(20M)","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","15","2.1GHz(20M)","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","17","2.1GHz(20M)","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","2","800MHz","37:35.17/72 ","127:2.27/24 ",37.595333,127.0409
"26508","3","1.8GHz(20M)","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","4","1.8GHz(20M)","37:35.10/99 ","127:2.16/73 ",37.599833,127.037981
"26508","5","1.8GHz(20M)","37:35.17/72 ","127:2.27/24 ",37.595333,127.0409
"26508","6","2.1GHz(20M)","37:35.9/730","127:2.13/230",37.5955,127.037008
"26508","7","2.1GHz(20M)","37:35.10/990","127:2.16/730",37.599833,127.037981
"26508","8","2.1GHz(20M)","37:35.17/720","127:2.27/240",37.595333,127.0409
"26508","9","800MHz","37:35.9/730","127:2.13/230",37.5955,127.037008
"26509","0","800MHz","37:34.44/728","127:01.56/463",37.5788,127.032351
"26509","1","800MHz","37:34.59/12 ","127:2.18/3  ",37.568667,127.038417
"26509","10","800MHz","37:34.59/49 ","127:2.27/64 ",37.574833,127.041011
"26509","11","800MHz","37:34.44/100","127:2.2/120",37.568333,127.033922
"26509","12","1.8GHz(20M)","37:34.57/0  ","127:1.52/850",37.566667,127.031347
"26509","13","1.8GHz(20M)","37:34.59/49 ","127:2.27/64 ",37.574833,127.041011
"26509","14","1.8GHz(20M)","37:34.44/1  ","127:2.2/12 ",37.568333,127.033922
"26509","15","2.1GHz(20M)","37:34.56/999","127:1.52/850",37.583317,127.031347
"26509","16","2.1GHz(20M)","37:34.59/490","127:2.27/640",37.574833,127.041011
