"eNB","cell","radio","lat","lon","lat_1_re","lon_1_re"
"17109","2","800MHz","37:35.02/003","127:03.47/053",37.583383,127.06307
"17109","5","1.8GHz(20M)","37:34.43/3  ","127:3.24/53 ",37.571667,127.056814
"17109","6","1.8GHz(20M)","37:35.26/073","127:02.40/063",37.58455,127.044462
"17109","9","800MHz","37:35.02/003","127:03.47/053",37.583383,127.06307
"17112","0","800MHz","37:34.46/73 ","127:3.34/89 ",37.578833,127.059692
"17112","12","1.8GHz(20M)","37:34.0/80 ","127:4.11/13 ",37.58,127.069758
"17112","15","2.1GHz(20M)","37:34.0/80 ","127:4.11/13 ",37.58,127.069758
"17112","3","1.8GHz(20M)","37:34.46/772","127:3.34/944",37.579533,127.059707
"17124","0","800MHz","37:34.33/9  ","127:3.20/60 ",37.581667,127.055722
"17124","1","800MHz","37:34.54/034","127:03.16/015",37.567233,127.054449
"17124","12","1.8GHz(20M)","37:34.41/201","127:04.21/991",37.570017,127.072775
"17124","3","1.8GHz(20M)","37:34.33/9  ","127:3.20/60 ",37.581667,127.055722
"17124","4","1.8GHz(20M)","37:34.54/034","127:03.16/015",37.567233,127.054449
"17124","6","2.1GHz(20M)","37:34.33/430","127:3.20/520",37.573833,127.0557
"17124","9","800MHz","37:34.41/201","127:04.21/991",37.570017,127.072775
"17128","0","800MHz","37:34.39/010","127:03.02/808",37.566833,127.05078
"17128","3","1.8GHz(20M)","37:34.39/010","127:03.02/808",37.566833,127.05078
"20229","0","800MHz","37:36.54/213","127:4.50/101",37.60355,127.080584
"20229","1","800MHz","37:36.47/362","127:4.42/954",37.606033,127.078598
"20229","10","800MHz","37:36.48/87 ","127:4.49/81 ",37.6145,127.080503
"20229","11","800MHz","37:36.46/376","127:4.54/226",37.606267,127.081729
"20229","12","1.8GHz(20M)","37:36.32/93 ","127:4.47/50 ",37.6155,127.079861
"20229","13","1.8GHz(20M)","37:36.48/87 ","127:4.49/81 ",37.6145,127.080503
"20229","14","1.8GHz(20M)","37:36.44/43 ","127:4.54/10 ",37.607167,127.081694
"20229","15","2.1GHz(20M)","37:36.32/930","127:4.47/500",37.6155,127.079861
"20229","2","800MHz","37:36.42/37 ","127:4.53/69 ",37.606167,127.081581
"20229","3","1.8GHz(20M)","37:36.54/213","127:4.50/101",37.60355,127.080584
"20229","4","1.8GHz(20M)","37:36.47/362","127:4.42/954",37.606033,127.078598
"20229","5","1.8GHz(20M)","37:36.44/37 ","127:4.54/69 ",37.606167,127.081858
"20229","6","2.1GHz(20M)","37:36.54/213","127:4.50/101",37.60355,127.080584
"20229","7","2.1GHz(20M)","37:36.47/416","127:4.42/997",37.606933,127.07861
"20229","9","800MHz","37:36.32/93 ","127:4.47/50 ",37.6155,127.079861
"20232","0","800MHz","37:36.25/46 ","127:4.51/52 ",37.607667,127.080978
"20232","1","800MHz","37:35.17/426","127:05.16/707",37.590433,127.087974
"20232","10","800MHz","37:37.01/104","127:05.06/266",37.6184,127.085074
"20232","11","800MHz","37:35.9/95 ","127:5.18/801",37.599167,127.088556
"20232","12","1.8GHz(20M)","37:37.5/20 ","127:5.13/10 ",37.62,127.086972
"20232","13","1.8GHz(20M)","37:37.01/104","127:05.06/266",37.6184,127.085074
"20232","14","1.8GHz(20M)","37:35.8/649","127:5.18/346",37.59415,127.088429
"20232","15","2.1GHz(20M)","37:37.5/200","127:5.13/100",37.62,127.086972
"20232","17","2.1GHz(20M)","37:35.8/649","127:5.18/346",37.59415,127.088429
"20232","3","1.8GHz(20M)","37:36.25/46 ","127:4.51/52 ",37.607667,127.080978
"20232","4","1.8GHz(20M)","37:35.17/426","127:05.16/707",37.590433,127.087974
"20232","5","1.8GHz(20M)","37:35.10/531","127:5.6/835",37.592183,127.085232
"20232","6","2.1GHz(20M)","37:36.25/460","127:4.51/520",37.607667,127.080978
"20232","7","2.1GHz(20M)","37:35.17/500","127:05.16/700",37.591667,127.087972
"20232","8","2.1GHz(20M)","37:35.10/531","127:5.6/835",37.592183,127.085232
"20232","9","800MHz","37:37.5/20 ","127:5.13/10 ",37.62,127.086972
"20233","0","800MHz","37:35.37/42 ","127:4.55/54 ",37.590333,127.082094
"20233","1","800MHz","37:35.40/880","127:4.47/600",37.598,127.079889
"20233","11","800MHz","37:35.43/77 ","127:4.47/59 ",37.596167,127.079886
"20233","12","1.8GHz(20M)","37:35.37/72 ","127:4.35/44 ",37.595333,127.076511
"20233","13","1.8GHz(20M)","37:36.54/213","127:4.50/101",37.60355,127.080584
"20233","14","1.8GHz(20M)","37:35.43/77 ","127:4.47/59 ",37.596167,127.079886
"20233","15","2.1GHz(20M)","37:35.37/72 ","127:4.35/44 ",37.595333,127.076511
"20233","17","2.1GHz(20M)","37:35.43/77 ","127:4.47/59 ",37.596167,127.079886
"20233","2","800MHz","37:35.40/880","127:4.47/600",37.598,127.079889
"20233","3","1.8GHz(20M)","37:35.37/42 ","127:4.55/54 ",37.590333,127.082094
"20233","4","1.8GHz(20M)","37:35.40/88 ","127:4.47/6  ",37.598,127.079889
"20233","5","1.8GHz(20M)","37:35.40/88 ","127:4.47/6  ",37.598,127.079889
"20233","6","2.1GHz(20M)","37:35.37/420","127:4.55/540",37.590333,127.082094
"20233","7","2.1GHz(20M)","37:35.40/88 ","127:4.47/6  ",37.598,127.079889
"20233","8","2.1GHz(20M)","37:35.40/883","127:4.47/645",37.59805,127.079901
"20233","9","800MHz","37:35.37/72 ","127:4.35/44 ",37.595333,127.076511
"20234","0","800MHz","37:35.27/56 ","127:4.30/43 ",37.592667,127.075119
"20234","1","800MHz","37:35.15/020","127:04.31/670",37.583667,127.075464
"20234","10","800MHz","37:35.20/34 ","127:4.21/51 ",37.589,127.072642
"20234","11","800MHz","37:35.32/520","127:5.9/960",37.592,127.0861
"20234","12","1.8GHz(20M)","37:35.28/52 ","127:4.37/73 ",37.592,127.077147
"20234","13","1.8GHz(20M)","37:35.20/34 ","127:4.23/51 ",37.589,127.073197
"20234","14","1.8GHz(20M)","37:35.32/52 ","127:5.9/96 ",37.592,127.0861
"20234","15","2.1GHz(20M)","37:35.28/52 ","127:4.37/73 ",37.592,127.077147
"20234","16","2.1GHz(20M)","37:35.23/34 ","127:4.21/51 ",37.589,127.072642
"20234","17","2.1GHz(20M)","37:35.32/52 ","127:5.9/96 ",37.592,127.0861
"20234","2","800MHz","37:35.7/448","127:4.30/587",37.5908,127.075163
"20234","3","1.8GHz(20M)","37:35.27/56 ","127:4.30/43 ",37.592667,127.075119
"20234","4","1.8GHz(20M)","37:35.15/020","127:04.31/670",37.583667,127.075464
"20234","5","1.8GHz(20M)","37:35.7/448","127:4.30/587",37.5908,127.075163
"20234","6","2.1GHz(20M)","37:35.27/56 ","127:4.30/43 ",37.592667,127.075119
"20234","7","2.1GHz(20M)","37:35.13/020","127:04.33/670",37.583667,127.076019
"20234","8","2.1GHz(20M)","37:35.7/444","127:4.30/588",37.590733,127.075163
"20234","9","800MHz","37:35.28/520","127:4.37/730",37.592,127.077147
"20236","0","800MHz","37:35.12/349","127:05.04/177",37.58915,127.084494
"20236","1","800MHz","37:35.21/572","127:05.07/328",37.592867,127.085369
"20236","10","800MHz","37:35.41/960","127:5.55/240",37.599333,127.098678
"20236","11","800MHz","37:35.0/80 ","127:5.23/560",37.596667,127.089878
"20236","12","1.8GHz(20M)","37:35.06/281","127:04.58/711",37.588017,127.082975
"20236","13","1.8GHz(20M)","37:34.46/001","127:05.23/056",37.566683,127.089738
"20236","15","1.8GHz(20M)","37:36.2/928","127:6.22/380",37.615467,127.106217
"20236","16","1.8GHz(20M)","37:35.32/031","127:06.01/069",37.58385,127.100297
"20236","17","1.8GHz(20M)","37:34.56/574","127:05.22/691",37.576233,127.089636
"20236","18","800MHz","37:35.06/281","127:04.58/711",37.588017,127.082975
"20236","19","800MHz","37:34.46/001","127:05.23/056",37.566683,127.089738
"20236","2","800MHz","37:37.01/104","127:05.06/266",37.6184,127.085074
"20236","27","800MHz","37:36.3/57 ","127:6.22/21 ",37.6095,127.106169
"20236","28","800MHz","37:35.32/031","127:06.01/069",37.58385,127.100297
"20236","29","800MHz","37:34.56/574","127:05.22/691",37.576233,127.089636
"20236","3","1.8GHz(20M)","37:35.12/349","127:05.04/177",37.58915,127.084494
"20236","4","1.8GHz(20M)","37:35.21/572","127:05.07/328",37.592867,127.085369
"20236","5","1.8GHz(20M)","37:37.01/104","127:05.06/266",37.6184,127.085074
"20236","7","1.8GHz(20M)","37:35.41/96 ","127:5.55/24 ",37.599333,127.098678
"20236","8","1.8GHz(20M)","37:35.0/80 ","127:5.23/560",37.596667,127.089878
"20238","0","800MHz","37:34.55/8  ","127:5.27/93 ",37.58,127.091092
"20238","1","800MHz","37:34.54/9  ","127:5.2/25 ",37.581667,127.083958
"20238","10","800MHz","37:34.46/90 ","127:5.31/33 ",37.581667,127.092036
"20238","11","800MHz","37:34.57/200","127:5.38/850",37.57,127.094125
"20238","12","1.8GHz(20M)","37:35.2/43 ","127:5.17/21 ",37.5905,127.088114
"20238","13","1.8GHz(20M)","37:34.46/90 ","127:5.31/33 ",37.581667,127.092036
"20238","14","1.8GHz(20M)","37:34.57/17 ","127:5.39/85 ",37.5695,127.094403
"20238","15","2.1GHz(20M)","37:35.25/53 ","127:5.12/38 ",37.592167,127.086772
"20238","16","2.1GHz(20M)","37:34.46/90 ","127:5.31/33 ",37.581667,127.092036
"20238","17","2.1GHz(20M)","37:34.57/200","127:5.38/850",37.57,127.094125
"20238","2","800MHz","37:34.55/13 ","127:5.12/50 ",37.568833,127.086806
"20238","3","1.8GHz(20M)","37:34.55/8  ","127:5.27/93 ",37.58,127.091092
"20238","4","1.8GHz(20M)","37:34.54/9  ","127:5.2/25 ",37.581667,127.083958
"20238","5","1.8GHz(20M)","37:34.55/13 ","127:5.12/50 ",37.568833,127.086806
"20238","6","2.1GHz(20M)","37:34.55/8  ","127:5.27/93 ",37.58,127.091092
"20238","7","2.1GHz(20M)","37:34.54/299","127:5.2/255",37.57165,127.08396
"20238","8","2.1GHz(20M)","37:34.55/133","127:5.12/500",37.568883,127.086806
"20238","9","800MHz","37:35.2/53 ","127:5.17/38 ",37.592167,127.088161
"20241","0","800MHz","37:35.19/935","127:5.48/498",37.598917,127.096805
"20241","1","800MHz","37:35.26/36 ","127:6.3/57 ",37.589333,127.100992
"20241","10","800MHz","37:35.33/61 ","127:6.7/809",37.5935,127.102169
"20241","11","800MHz","37:35.31/720","127:5.47/750",37.595333,127.096597
"20241","12","1.8GHz(20M)","37:35.32/542","127:5.40/494",37.592367,127.094582
"20241","13","1.8GHz(20M)","37:35.33/61 ","127:6.7/809",37.5935,127.102169
"20241","14","1.8GHz(20M)","37:35.31/74 ","127:5.47/65 ",37.595667,127.096569
"20241","15","2.1GHz(20M)","37:35.32/542","127:5.40/494",37.592367,127.094582
"20241","17","2.1GHz(20M)","37:35.31/740","127:5.47/650",37.595667,127.096569
"20241","2","800MHz","37:35.30/583","127:06.04/154",37.59305,127.101154
"20241","3","1.8GHz(20M)","37:35.19/935","127:5.48/498",37.598917,127.096805
"20241","4","1.8GHz(20M)","37:35.26/36 ","127:6.3/57 ",37.589333,127.100992
"20241","5","1.8GHz(20M)","37:35.30/583","127:06.04/154",37.59305,127.101154
"20241","6","2.1GHz(20M)","37:35.19/935","127:5.48/498",37.598917,127.096805
"20241","7","2.1GHz(20M)","37:35.26/360","127:6.3/570",37.589333,127.100992
"20241","8","2.1GHz(20M)","37:35.30/583","127:06.03/154",37.59305,127.100876
"20241","9","800MHz","37:35.32/542","127:5.40/494",37.592367,127.094582
"20243","0","800MHz","37:35.52/89 ","127:6.53/25 ",37.598167,127.114792
"20243","1","800MHz","37:35.35/77","127:5.54/91",37.596167,127.098586
"20243","12","1.8GHz(20M)","37:36.22/1  ","127:6.49/68 ",37.601667,127.1138
"20243","14","1.8GHz(20M)","37:35.26/462","127:05.42/626",37.591033,127.095174
"20243","16","1.8GHz(20M)","37:36.31/250","127:6.44/580",37.604167,127.112383
"20243","18","800MHz","37:35.36/1  ","127:6.48/68 ",37.585,127.113522
"20243","2","800MHz","37:36.11/894","127:06.50/984",37.6149,127.114162
"20243","20","800MHz","37:35.26/462","127:05.42/626",37.591033,127.095174
"20243","28","800MHz","37:36.31/250","127:6.44/580",37.604167,127.112383
"20243","3","1.8GHz(20M)","37:35.43/86 ","127:6.56/34 ",37.597667,127.11565
"20243","4","1.8GHz(20M)","37:35.35/77 ","127:5.54/91 ",37.596167,127.098586
"20243","5","1.8GHz(20M)","37:36.11/894","127:06.50/984",37.6149,127.114162
"20243","6","1.8GHz(20M)","37:36.08/015","127:06.32/941",37.60025,127.10915
"20243","9","800MHz","37:36.08/015","127:06.32/941",37.60025,127.10915
"20246","0","800MHz","37:35.55/786","127:05.06/120",37.596433,127.085033
"20246","1","800MHz","37:36.8/17 ","127:5.22/95 ",37.602833,127.089708
"20246","12","1.8GHz(20M)","37:35.3/831","127:6.11/940",37.597183,127.103317
"20246","14","1.8GHz(20M)","37:35.19/496","127:05.34/070",37.5916,127.092797
"20246","18","800MHz","37:35.3/831","127:6.11/940",37.597183,127.103317
"20246","19","800MHz","37:35.49/675","127:05.29/209",37.594583,127.091447
"20246","2","800MHz","37:36.22/516","127:05.38/763",37.6086,127.094101
"20246","20","800MHz","37:35.19/496","127:05.34/070",37.5916,127.092797
"20246","29","800MHz","37:36.18/025","127:06.47/036",37.600417,127.113066
"20246","3","1.8GHz(20M)","37:35.55/786","127:05.06/120",37.596433,127.085033
"20246","4","1.8GHz(20M)","37:36.8/17 ","127:5.22/95 ",37.602833,127.089708
"20247","0","800MHz","37:35.35/48 ","127:5.16/84 ",37.591333,127.088011
"20247","1","800MHz","37:35.49/581","127:05.28/257",37.593017,127.091182
"20247","11","800MHz","37:36.51/047","127:04.40/022",37.600783,127.077784
"20247","12","1.8GHz(20M)","37:35.25/427","127:04.36/556",37.59045,127.076821
"20247","13","1.8GHz(20M)","37:35.25/427","127:04.36/556",37.59045,127.076821
"20247","14","1.8GHz(20M)","37:35.50/107","127:04.54/364",37.585117,127.081768
"20247","15","1.8GHz(20M)","37:35.25/427","127:04.36/556",37.59045,127.076821
"20247","16","1.8GHz(20M)","37:37.03/384","127:06.22/971",37.623067,127.106381
"20247","17","1.8GHz(20M)","37:35.16/223","127:05.12/059",37.58705,127.086683
"20247","18","800MHz","37:35.25/427","127:04.36/556",37.59045,127.076821
"20247","19","800MHz","37:35.25/427","127:04.36/556",37.59045,127.076821
"20247","2","800MHz","37:36.11/894","127:06.50/984",37.6149,127.114162
"20247","20","800MHz","37:35.50/107","127:04.54/364",37.585117,127.081768
"20247","27","800MHz","37:35.25/427","127:04.36/556",37.59045,127.076821
"20247","28","800MHz","37:37.03/384","127:06.22/971",37.623067,127.106381
"20247","29","800MHz","37:35.16/223","127:05.12/059",37.58705,127.086683
"20247","3","1.8GHz(20M)","37:35.35/48 ","127:5.16/84 ",37.591333,127.088011
"20247","4","1.8GHz(20M)","37:35.49/581","127:05.28/257",37.593017,127.091182
"20247","5","1.8GHz(20M)","37:36.11/894","127:06.50/984",37.6149,127.114162
"20247","8","1.8GHz(20M)","37:36.51/047","127:04.40/022",37.600783,127.077784
"21622","0","800MHz","37:35.31/943","127:04.17/567",37.59905,127.071546
"21622","10","800MHz","37:34.22/446","127:04.52/159",37.5741,127.081155
"21622","11","800MHz","37:35.42/83 ","127:5.19/77 ",37.597167,127.088825
"21622","12","1.8GHz(20M)","37:35.31/943","127:04.17/567",37.59905,127.071546
"21622","13","1.8GHz(20M)","37:34.22/446","127:04.52/159",37.5741,127.081155
"21622","14","1.8GHz(20M)","37:35.42/83 ","127:5.19/77 ",37.597167,127.088825
"21622","15","2.1GHz(20M)","37:35.31/970","127:4.17/840",37.5995,127.071622
"21622","16","2.1GHz(20M)","37:34.22/446","127:04.52/159",37.5741,127.081155
"21622","17","2.1GHz(20M)","37:35.42/833","127:5.19/777",37.597217,127.088827
"21622","2","800MHz","37:34.37/938","127:4.51/344",37.5823,127.080929
"21622","3","1.8GHz(20M)","37:35.31/943","127:04.17/567",37.59905,127.071546
"21622","4","1.8GHz(20M)","37:34.23/940","127:5.1/300",37.582333,127.083694
"21622","5","1.8GHz(20M)","37:34.37/938","127:04.51/344",37.5823,127.080929
"21622","6","2.1GHz(20M)","37:35.31/970","127:4.17/840",37.5995,127.071622
"21622","7","2.1GHz(20M)","37:34.23/940","127:5.1/300",37.582333,127.083694
"21622","9","800MHz","37:35.31/943","127:04.17/567",37.59905,127.071546
"21911","0","800MHz","37:36.38/900","127:4.38/990",37.615,127.077497
"21911","1","800MHz","37:35.2/4  ","127:5.28/44 ",37.59,127.091233
"21911","10","800MHz","37:37.4/87 ","127:4.59/81 ",37.631167,127.083281
"21911","11","800MHz","37:36.42/280","127:4.33/550",37.604667,127.075986
"21911","12","1.8GHz(20M)","37:36.38/900","127:4.38/990",37.615,127.077497
"21911","13","1.8GHz(20M)","37:37.4/904","127:4.59/268",37.631733,127.08313
"21911","14","1.8GHz(20M)","37:36.42/280","127:4.33/550",37.604667,127.075986
"21911","15","2.1GHz(20M)","37:36.38/900","127:4.38/990",37.615,127.077497
"21911","16","2.1GHz(20M)","37:37.4/904","127:4.59/268",37.631733,127.08313
"21911","17","2.1GHz(20M)","37:36.42/280","127:4.32/550",37.604667,127.075708
"21911","2","800MHz","37:36.49/440","127:4.35/570",37.607333,127.076547
"21911","3","1.8GHz(20M)","37:36.38/900","127:4.38/990",37.615,127.077497
"21911","4","1.8GHz(20M)","37:35.2/4  ","127:5.28/44 ",37.59,127.091233
"21911","5","1.8GHz(20M)","37:36.49/44 ","127:4.35/57 ",37.607333,127.076547
"21911","6","2.1GHz(20M)","37:36.38/253","127:4.38/7  ",37.604217,127.077417
"21911","7","2.1GHz(20M)","37:35.2/4  ","127:5.28/44 ",37.59,127.091233
"21911","8","2.1GHz(20M)","37:36.49/44 ","127:4.35/57 ",37.607333,127.076547
"21911","9","800MHz","37:36.38/900","127:4.38/990",37.615,127.077497
"21912","0","800MHz","37:35.19/100","127:4.47/800",37.585,127.079944
"21912","1","800MHz","37:35.13/450","127:4.48/580",37.590833,127.080161
"21912","10","800MHz","37:35.30/91 ","127:4.51/429",37.5985,127.080952
"21912","11","800MHz","37:35.56/80 ","127:4.31/90 ",37.596667,127.075528
"21912","12","1.8GHz(20M)","37:36.1/20 ","127:4.26/50 ",37.603333,127.074028
"21912","13","1.8GHz(20M)","37:35.30/91 ","127:4.49/429",37.5985,127.080397
"21912","14","1.8GHz(20M)","37:35.56/80 ","127:4.31/90 ",37.596667,127.075528
"21912","15","2.1GHz(20M)","37:36.1/20 ","127:4.26/50 ",37.603333,127.074028
"21912","16","2.1GHz(20M)","37:35.30/910","127:4.49/429",37.5985,127.080397
"21912","17","2.1GHz(20M)","37:35.56/80 ","127:4.31/90 ",37.596667,127.075528
"21912","2","800MHz","37:35.19/100","127:4.47/800",37.585,127.079944
"21912","3","1.8GHz(20M)","37:35.19/470","127:4.47/0  ",37.591167,127.079722
"21912","4","1.8GHz(20M)","37:35.13/45 ","127:4.48/58 ",37.590833,127.080161
"21912","5","1.8GHz(20M)","37:35.19/470","127:4.47/0  ",37.591167,127.079722
"21912","6","2.1GHz(20M)","37:35.19/470","127:4.47/0  ",37.591167,127.079722
"21912","7","2.1GHz(20M)","37:35.13/45 ","127:4.48/58 ",37.590833,127.080161
"21912","8","2.1GHz(20M)","37:35.19/470","127:4.47/0  ",37.591167,127.079722
"21912","9","800MHz","37:36.1/60 ","127:4.26/286",37.61,127.073968
"22035","0","800MHz","37:36.57/567","127:06.22/653",37.60945,127.106292
"22035","1","800MHz","37:36.00/383","127:05.26/897",37.606383,127.090805
"22035","10","800MHz","37:36.57/156","127:06.32/851",37.6026,127.109125
"22035","11","800MHz","37:37.03/280","127:06.20/554",37.621333,127.105709
"22035","12","1.8GHz(20M)","37:35.22/010","127:04.42/020",37.5835,127.078339
"22035","13","1.8GHz(20M)","37:35.19/470","127:4.47/0  ",37.591167,127.079722
"22035","14","1.8GHz(20M)","37:36.20/111","127:5.58/111",37.60185,127.099475
"22035","15","1.8GHz(20M)","37:35.47/018","127:05.36/092",37.583633,127.093359
"22035","16","1.8GHz(20M)","37:36.57/156","127:06.32/851",37.6026,127.109125
"22035","17","1.8GHz(20M)","37:37.03/384","127:06.22/971",37.623067,127.106381
"22035","18","800MHz","37:35.22/010","127:04.42/020",37.5835,127.078339
"22035","19","800MHz","37:35.19/470","127:4.47/0  ",37.591167,127.079722
"22035","2","800MHz","37:35.29/034","127:05.03/027",37.5839,127.084174
"22035","20","800MHz","37:36.22/984","127:5.41/312",37.6164,127.094809
"22035","27","800MHz","37:35.47/018","127:05.36/092",37.583633,127.093359
"22035","28","800MHz","37:36.57/156","127:06.32/851",37.6026,127.109125
"22035","29","800MHz","37:37.03/384","127:06.22/971",37.623067,127.106381
"22035","3","1.8GHz(20M)","37:36.57/567","127:06.22/653",37.60945,127.106292
"22035","4","1.8GHz(20M)","37:36.00/383","127:05.26/897",37.606383,127.090805
"22035","5","1.8GHz(20M)","37:35.29/034","127:05.03/027",37.5839,127.084174
"22035","6","1.8GHz(20M)","37:37.03/384","127:06.22/971",37.623067,127.106381
"22035","7","1.8GHz(20M)","37:36.57/156","127:06.32/851",37.6026,127.109125
"22035","8","1.8GHz(20M)","37:37.03/280","127:06.20/554",37.621333,127.105709
"22035","9","800MHz","37:37.03/384","127:06.22/971",37.623067,127.106381
"22850","0","800MHz","37:36.18/9  ","127:4.38/19 ",37.615,127.077275
"22850","1","800MHz","37:35.49/81 ","127:4.18/13 ",37.596833,127.071703
"22850","10","800MHz","37:35.46/700","127:04.26/520",37.595,127.074033
"22850","11","800MHz","37:36.7/36 ","127:4.47/92 ",37.606,127.079978
"22850","12","1.8GHz(20M)","37:36.14/017","127:04.38/089",37.600283,127.077247
"22850","13","1.8GHz(20M)","37:35.46/700","127:04.26/520",37.595,127.074033
"22850","14","1.8GHz(20M)","37:36.7/248","127:4.47/34 ",37.604133,127.079817
"22850","17","2.1GHz(20M)","37:36.7/778","127:4.47/619",37.612967,127.079894
"22850","2","800MHz","37:34.53/78 ","127:4.50/53 ",37.579667,127.080703
"22850","3","1.8GHz(20M)","37:36.18/90 ","127:4.38/190",37.615,127.077275
"22850","4","1.8GHz(20M)","37:35.49/81 ","127:4.18/13 ",37.596833,127.071703
"22850","5","1.8GHz(20M)","37:34.53/78 ","127:4.50/53 ",37.579667,127.080703
"22850","6","2.1GHz(20M)","37:36.18/9  ","127:4.38/19 ",37.615,127.077275
"22850","7","2.1GHz(20M)","37:35.49/810","127:4.18/130",37.596833,127.071703
"22850","8","2.1GHz(20M)","37:34.53/78 ","127:4.50/53 ",37.579667,127.080703
"22850","9","800MHz","37:36.14/017","127:04.38/089",37.600283,127.077247
"22851","0","800MHz","37:37.03/010","127:05.17/980",37.616833,127.088328
"22851","1","800MHz","37:35.4/660","127:4.48/501",37.594333,127.080139
"22851","10","800MHz","37:35.0/630","127:4.43/484",37.593833,127.078746
"22851","11","800MHz","37:35.4/11 ","127:4.40/36 ",37.585167,127.077878
"22851","12","1.8GHz(20M)","37:36.53/98 ","127:5.14/85 ",37.616333,127.087458
"22851","13","1.8GHz(20M)","37:35.5/630","127:4.44/484",37.593833,127.079023
"22851","14","1.8GHz(20M)","37:35.2/897","127:4.35/916",37.598283,127.076643
"22851","15","2.1GHz(20M)","37:36.53/98 ","127:5.14/85 ",37.616333,127.087458
"22851","16","2.1GHz(20M)","37:35.0/630","127:4.43/484",37.593833,127.078746
"22851","2","800MHz","37:34.58/250","127:4.41/410",37.570833,127.078169
"22851","3","1.8GHz(20M)","37:37.03/010","127:05.17/980",37.616833,127.088328
"22851","4","1.8GHz(20M)","37:35.4/660","127:4.48/501",37.594333,127.080139
"22851","5","1.8GHz(20M)","37:34.58/262","127:4.41/384",37.571033,127.078162
"22851","7","2.1GHz(20M)","37:35.4/660","127:4.48/501",37.594333,127.080139
"22851","8","2.1GHz(20M)","37:34.58/262","127:4.41/384",37.571033,127.078162
"22851","9","800MHz","37:36.54/820","127:5.12/860",37.613667,127.086906
"24083","1","800MHz","37:35.34/092","127:04.29/050",37.584867,127.074736
"24083","12","1.8GHz(20M)","37:35.29/800","127:04.23/530",37.596667,127.073203
"24083","13","1.8GHz(20M)","37:35.35/313","127:04.42/731",37.58855,127.078536
"24083","14","1.8GHz(20M)","37:36.1/20 ","127:4.26/50 ",37.603333,127.074028
"24083","18","800MHz","37:35.29/800","127:04.23/530",37.596667,127.073203
"24083","19","800MHz","37:35.35/313","127:04.42/731",37.58855,127.078536
"24083","2","800MHz","37:35.18/410","127:05.58/700",37.590167,127.099639
"24083","20","800MHz","37:36.1/200","127:4.26/500",37.603333,127.074028
"24083","27","800MHz","37:36.59/613","127:05.39/200",37.610217,127.094222
"24083","3","1.8GHz(20M)","37:35.0/600","127:4.52/910",37.593333,127.081364
"24083","4","1.8GHz(20M)","37:35.34/092","127:04.29/050",37.584867,127.074736
"24083","5","1.8GHz(20M)","37:35.18/410","127:05.58/700",37.590167,127.099639
"24083","6","1.8GHz(20M)","37:35.53/131","127:4.24/142",37.585517,127.073373
"24083","9","800MHz","37:35.53/131","127:4.24/142",37.585517,127.073373
"24714","0","800MHz","37:35.49/475","127:04.53/335",37.59125,127.081482
"24714","1","800MHz","37:34.58/351","127:05.10/541",37.572517,127.086261
"24714","11","800MHz","37:35.44/33 ","127:5.2/10 ",37.588833,127.083917
"24714","12","1.8GHz(20M)","37:35.50/107","127:04.54/364",37.585117,127.081768
"24714","13","1.8GHz(20M)","37:34.21/362","127:04.56/721",37.5727,127.082423
"24714","14","1.8GHz(20M)","37:35.54/005","127:05.46/008",37.583417,127.096113
"24714","16","1.8GHz(20M)","37:35.24/076","127:04.33/025",37.5846,127.07584
"24714","18","800MHz","37:35.50/107","127:04.54/364",37.585117,127.081768
"24714","19","800MHz","37:34.21/362","127:04.56/721",37.5727,127.082423
"24714","2","800MHz","37:35.21/38 ","127:4.36/82 ",37.589667,127.076894
"24714","20","800MHz","37:35.54/005","127:05.46/008",37.583417,127.096113
"24714","28","800MHz","37:35.24/076","127:04.33/025",37.5846,127.07584
"24714","3","1.8GHz(20M)","37:35.49/475","127:04.53/335",37.59125,127.081482
"24714","4","1.8GHz(20M)","37:34.58/351","127:05.10/541",37.572517,127.086261
"24714","5","1.8GHz(20M)","37:35.21/38 ","127:4.36/82 ",37.589667,127.076894
"24714","8","1.8GHz(20M)","37:35.44/33 ","127:5.2/10 ",37.588833,127.083917
"24715","0","800MHz","37:35.20/66 ","127:4.57/70 ",37.594333,127.082694
"24715","1","800MHz","37:34.26/780","127:05.04/730",37.579667,127.084647
"24715","10","800MHz","37:34.35/790","127:4.49/490",37.579833,127.080414
"24715","12","1.8GHz(20M)","37:34.27/540","127:04.55/700",37.575667,127.082139
"24715","13","1.8GHz(20M)","37:34.35/790","127:4.49/490",37.579833,127.080414
"24715","15","2.1GHz(20M)","37:34.27/540","127:04.55/700",37.575667,127.082139
"24715","16","2.1GHz(20M)","37:34.35/790","127:4.49/490",37.579833,127.080414
"24715","2","800MHz","37:34.30/97 ","127:4.46/91 ",37.582833,127.079697
"24715","3","1.8GHz(20M)","37:35.20/66 ","127:4.57/70 ",37.594333,127.082694
"24715","4","1.8GHz(20M)","37:34.26/780","127:05.04/730",37.579667,127.084647
"24715","5","1.8GHz(20M)","37:34.30/97 ","127:4.45/91 ",37.582833,127.079419
"24715","6","2.1GHz(20M)","37:35.20/660","127:4.57/700",37.594333,127.082694
"24715","7","2.1GHz(20M)","37:34.26/780","127:05.04/730",37.579667,127.084647
"24715","8","2.1GHz(20M)","37:34.30/970","127:4.45/910",37.582833,127.079419
