"FREQUENCY","cellid","lat","lon"
"800MHz","1-25418-1",37.595367,127.093228
"800MHz","1-25418-10",37.591333,127.086833
"800MHz","1-25418-11",37.591483,127.091846
"1.8GHz(20M)","1-25418-12",37.595367,127.093228
"1.8GHz(20M)","1-25418-13",37.591333,127.086833
"1.8GHz(20M)","1-25418-14",37.591483,127.091846
"2.1GHz(20M)","1-25418-15",37.595367,127.093228
"2.1GHz(20M)","1-25418-16",37.594167,127.086767
"2.1GHz(20M)","1-25418-17",37.591483,127.091846
"800MHz","1-25418-2",37.598133,127.089555
"1.8GHz(20M)","1-25418-3",37.595367,127.093228
"1.8GHz(20M)","1-25418-4",37.595367,127.093228
"1.8GHz(20M)","1-25418-5",37.598133,127.089555
"2.1GHz(20M)","1-25418-6",37.595367,127.093228
"2.1GHz(20M)","1-25418-7",37.595367,127.093228
"2.1GHz(20M)","1-25418-8",37.598133,127.089555
"800MHz","1-25419-0",37.603167,127.082444
"800MHz","1-25419-1",37.613333,127.082942
"800MHz","1-25419-10",37.5915,127.084703
"800MHz","1-25419-11",37.605083,127.081481
"1.8GHz(20M)","1-25419-12",37.612167,127.0835
"1.8GHz(20M)","1-25419-13",37.5915,127.084703
"1.8GHz(20M)","1-25419-14",37.605083,127.081481
"2.1GHz(20M)","1-25419-15",37.612167,127.0835
"2.1GHz(20M)","1-25419-16",37.5915,127.084703
"2.1GHz(20M)","1-25419-17",37.605083,127.081481
"800MHz","1-25419-2",37.601667,127.085417
"1.8GHz(20M)","1-25419-3",37.603167,127.082444
"1.8GHz(20M)","1-25419-4",37.613333,127.082942
"1.8GHz(20M)","1-25419-5",37.607167,127.0849
"2.1GHz(20M)","1-25419-7",37.613333,127.082942
"2.1GHz(20M)","1-25419-8",37.601667,127.085417
"800MHz","1-25419-9",37.612167,127.0835
"800MHz","1-25420-0",37.59105,127.092336
"800MHz","1-25420-1",37.599,127.087708
"800MHz","1-25420-10",37.585167,127.093875
"800MHz","1-25420-11",37.594967,127.086567
"1.8GHz(20M)","1-25420-12",37.59105,127.092336
"1.8GHz(20M)","1-25420-13",37.585167,127.093875
"1.8GHz(20M)","1-25420-14",37.594967,127.086567
"2.1GHz(20M)","1-25420-15",37.59105,127.092336
"2.1GHz(20M)","1-25420-16",37.585183,127.093876
"2.1GHz(20M)","1-25420-17",37.594967,127.086567
"800MHz","1-25420-2",37.612667,127.0873
"1.8GHz(20M)","1-25420-3",37.59105,127.092336
"1.8GHz(20M)","1-25420-4",37.599,127.087708
"1.8GHz(20M)","1-25420-5",37.612667,127.0873
"2.1GHz(20M)","1-25420-6",37.59105,127.092336
"2.1GHz(20M)","1-25420-7",37.599,127.087708
"2.1GHz(20M)","1-25420-8",37.612667,127.0873
"800MHz","1-25420-9",37.59105,127.092336
"800MHz","1-25421-0",37.592,127.0861
"800MHz","1-25421-1",37.58355,127.085879
"800MHz","1-25421-10",37.58355,127.085879
"800MHz","1-25421-11",37.614667,127.090067
"1.8GHz(20M)","1-25421-12",37.606167,127.091992
"1.8GHz(20M)","1-25421-13",37.58355,127.085879
"1.8GHz(20M)","1-25421-14",37.608667,127.090789
"2.1GHz(20M)","1-25421-15",37.606167,127.091992
"2.1GHz(20M)","1-25421-16",37.58355,127.085879
"2.1GHz(20M)","1-25421-17",37.608667,127.090789
"800MHz","1-25421-2",37.606467,127.087629
"1.8GHz(20M)","1-25421-3",37.592,127.0861
"1.8GHz(20M)","1-25421-4",37.58355,127.085879
"1.8GHz(20M)","1-25421-5",37.606467,127.087629
"2.1GHz(20M)","1-25421-6",37.592,127.0861
"2.1GHz(20M)","1-25421-7",37.58355,127.085879
"2.1GHz(20M)","1-25421-8",37.606467,127.087629
"800MHz","1-25421-9",37.606167,127.091992
"800MHz","1-25428-0",37.601717,127.077966
"800MHz","1-25428-1",37.607167,127.074417
"800MHz","1-25428-10",37.6025,127.073133
"800MHz","1-25428-11",37.602667,127.075428
"1.8GHz(20M)","1-25428-12",37.613167,127.076447
"1.8GHz(20M)","1-25428-13",37.6025,127.073133
"1.8GHz(20M)","1-25428-14",37.602667,127.075428
"2.1GHz(20M)","1-25428-16",37.6025,127.073133
"2.1GHz(20M)","1-25428-17",37.602667,127.075428
"800MHz","1-25428-2",37.616,127.074278
"1.8GHz(20M)","1-25428-3",37.601717,127.077966
"1.8GHz(20M)","1-25428-4",37.609167,127.074353
"1.8GHz(20M)","1-25428-5",37.616,127.074
"2.1GHz(20M)","1-25428-6",37.601717,127.077966
"2.1GHz(20M)","1-25428-7",37.609167,127.074353
"800MHz","1-25428-9",37.613167,127.076447
"800MHz","1-25429-0",37.595,127.078547
"800MHz","1-25429-1",37.602167,127.079201
"800MHz","1-25429-10",37.601667,127.076356
"800MHz","1-25429-11",37.603333,127.074028
"1.8GHz(20M)","1-25429-12",37.592167,127.079544
"1.8GHz(20M)","1-25429-13",37.601667,127.076356
"1.8GHz(20M)","1-25429-14",37.603333,127.074028
"2.1GHz(20M)","1-25429-15",37.592167,127.079544
"2.1GHz(20M)","1-25429-17",37.603333,127.074028
"800MHz","1-25429-2",37.6065,127.077828
"1.8GHz(20M)","1-25429-3",37.595,127.078547
"1.8GHz(20M)","1-25429-4",37.602167,127.079201
"1.8GHz(20M)","1-25429-5",37.6065,127.077828
"2.1GHz(20M)","1-25429-6",37.595,127.078547
"2.1GHz(20M)","1-25429-7",37.602167,127.079201
"2.1GHz(20M)","1-25429-8",37.6065,127.077828
"800MHz","1-25429-9",37.592167,127.079544
"800MHz","1-25430-0",37.599833,127.076942
"800MHz","1-25430-1",37.584517,127.071387
"800MHz","1-25430-10",37.5915,127.072022
"800MHz","1-25430-11",37.588333,127.077183
"1.8GHz(20M)","1-25430-12",37.597167,127.076639
"1.8GHz(20M)","1-25430-13",37.5915,127.072022
"1.8GHz(20M)","1-25430-14",37.588333,127.076906
"2.1GHz(20M)","1-25430-15",37.597167,127.076639
"2.1GHz(20M)","1-25430-16",37.5915,127.072022
"2.1GHz(20M)","1-25430-17",37.588333,127.076906
"800MHz","1-25430-2",37.594667,127.075528
"1.8GHz(20M)","1-25430-3",37.599833,127.076942
"1.8GHz(20M)","1-25430-4",37.584517,127.071387
"1.8GHz(20M)","1-25430-5",37.594667,127.075528
"2.1GHz(20M)","1-25430-6",37.599833,127.076942
"2.1GHz(20M)","1-25430-8",37.594667,127.075528
"800MHz","1-25430-9",37.597167,127.07775
"800MHz","1-25431-0",37.573833,127.088489
"800MHz","1-25431-1",37.5735,127.095811
"800MHz","1-25431-10",37.573667,127.093156
"800MHz","1-25431-11",37.6115,127.106536
"1.8GHz(20M)","1-25431-12",37.58,127.094275
"1.8GHz(20M)","1-25431-13",37.573667,127.093156
"1.8GHz(20M)","1-25431-14",37.603333,127.106378
"2.1GHz(20M)","1-25431-16",37.573667,127.093156
"2.1GHz(20M)","1-25431-17",37.6035,127.106378
"800MHz","1-25431-2",37.607667,127.107747
"1.8GHz(20M)","1-25431-3",37.5765,127.088528
"1.8GHz(20M)","1-25431-4",37.5735,127.095811
"1.8GHz(20M)","1-25431-5",37.607667,127.107536
"2.1GHz(20M)","1-25431-6",37.598517,127.091843
"2.1GHz(20M)","1-25431-7",37.5735,127.095811
"2.1GHz(20M)","1-25431-8",37.607767,127.107536
"800MHz","1-25431-9",37.58,127.094275
"800MHz","1-25432-0",37.572833,127.086
"800MHz","1-25432-1",37.5815,127.083828
"800MHz","1-25432-10",37.577,127.085975
"1.8GHz(20M)","1-25432-12",37.572833,127.086025
"1.8GHz(20M)","1-25432-13",37.577033,127.085976
"2.1GHz(20M)","1-25432-15",37.572833,127.086025
"800MHz","1-25432-2",37.5805,127.081639
"800MHz","1-25432-2",37.58385,127.090028
"1.8GHz(20M)","1-25432-3",37.572833,127.086025
"1.8GHz(20M)","1-25432-4",37.5815,127.083828
"1.8GHz(20M)","1-25432-5",37.5805,127.081639
"1.8GHz(20M)","1-25432-5",37.58385,127.090028
"2.1GHz(20M)","1-25432-6",37.572833,127.086025
"2.1GHz(20M)","1-25432-7",37.5815,127.083828
"2.1GHz(20M)","1-25432-8",37.5805,127.081639
"2.1GHz(20M)","1-25432-8",37.58385,127.090028
"800MHz","1-25432-9",37.572833,127.086
"800MHz","1-25433-0",37.585833,127.08879
"800MHz","1-25433-1",37.598517,127.092121
"800MHz","1-25433-10",37.601017,127.099429
"800MHz","1-25433-11",37.601017,127.099429
"1.8GHz(20M)","1-25433-12",37.592167,127.089836
"1.8GHz(20M)","1-25433-13",37.601017,127.099429
"2.1GHz(20M)","1-25433-15",37.592167,127.089836
"800MHz","1-25433-2",37.585833,127.08879
"1.8GHz(20M)","1-25433-3",37.585833,127.08879
"1.8GHz(20M)","1-25433-4",37.598517,127.091843
"1.8GHz(20M)","1-25433-5",37.585833,127.08879
"2.1GHz(20M)","1-25433-6",37.585833,127.08879
"2.1GHz(20M)","1-25433-7",37.5765,127.088528
"2.1GHz(20M)","1-25433-8",37.585833,127.08879
"800MHz","1-25433-9",37.588667,127.088478
"800MHz","1-25434-0",37.599333,127.098678
"800MHz","1-25434-1",37.596167,127.101247
"800MHz","1-25434-10",37.595833,127.100442
"800MHz","1-25434-11",37.593167,127.098111
"1.8GHz(20M)","1-25434-12",37.593167,127.095731
"1.8GHz(20M)","1-25434-13",37.599333,127.099278
"1.8GHz(20M)","1-25434-13",37.595833,127.100442
"1.8GHz(20M)","1-25434-14",37.593167,127.098111
"2.1GHz(20M)","1-25434-15",37.593167,127.095731
"2.1GHz(20M)","1-25434-17",37.593167,127.098111
"800MHz","1-25434-2",37.598917,127.096805
"1.8GHz(20M)","1-25434-3",37.599333,127.098678
"1.8GHz(20M)","1-25434-4",37.596167,127.101247
"1.8GHz(20M)","1-25434-5",37.598917,127.096805
"2.1GHz(20M)","1-25434-6",37.598667,127.098811
"2.1GHz(20M)","1-25434-7",37.596167,127.101247
"2.1GHz(20M)","1-25434-8",37.598917,127.096805
"800MHz","1-25434-9",37.593167,127.095731
"800MHz","1-25435-0",37.587667,127.0972
"800MHz","1-25435-1",37.588333,127.101789
"800MHz","1-25435-10",37.594267,127.102112
"800MHz","1-25435-11",37.608833,127.104247
"1.8GHz(20M)","1-25435-12",37.616317,127.109146
"1.8GHz(20M)","1-25435-13",37.594267,127.102112
"1.8GHz(20M)","1-25435-14",37.608833,127.104247
"2.1GHz(20M)","1-25435-15",37.616317,127.109146
"2.1GHz(20M)","1-25435-16",37.594267,127.102112
"2.1GHz(20M)","1-25435-17",37.608833,127.104247
"800MHz","1-25435-2",37.593017,127.101075
"1.8GHz(20M)","1-25435-3",37.587667,127.0972
"1.8GHz(20M)","1-25435-4",37.596667,127.101828
"1.8GHz(20M)","1-25435-5",37.593017,127.101075
"2.1GHz(20M)","1-25435-6",37.587667,127.0972
"2.1GHz(20M)","1-25435-7",37.596667,127.101828
"800MHz","1-25435-9",37.616317,127.109146
"800MHz","1-25436-0",37.604167,127.105678
"800MHz","1-25436-1",37.611,127.101906
"800MHz","1-25436-10",37.605667,127.102331
"800MHz","1-25436-11",37.591,127.094078
"1.8GHz(20M)","1-25436-12",37.612983,127.104951
"1.8GHz(20M)","1-25436-13",37.605667,127.102331
"1.8GHz(20M)","1-25436-14",37.591,127.094078
"2.1GHz(20M)","1-25436-15",37.604,127.104564
"2.1GHz(20M)","1-25436-16",37.605667,127.102331
"2.1GHz(20M)","1-25436-17",37.59105,127.094079
"800MHz","1-25436-2",37.6155,127.103853
"1.8GHz(20M)","1-25436-3",37.612983,127.104951
"1.8GHz(20M)","1-25436-4",37.611,127.101906
"1.8GHz(20M)","1-25436-5",37.6155,127.103853
"2.1GHz(20M)","1-25436-6",37.604167,127.104844
"2.1GHz(20M)","1-25436-7",37.611,127.101906
"2.1GHz(20M)","1-25436-8",37.6155,127.103853
"800MHz","1-25436-9",37.604,127.104564
"800MHz","1-25437-0",37.609,127.094225
"800MHz","1-25437-1",37.605283,127.094727
"800MHz","1-25437-10",37.608333,127.087361
"800MHz","1-25437-11",37.607867,127.074998
"1.8GHz(20M)","1-25437-12",37.602833,127.094717
"1.8GHz(20M)","1-25437-13",37.608333,127.086806
"1.8GHz(20M)","1-25437-14",37.607867,127.074998
"2.1GHz(20M)","1-25437-15",37.602833,127.09555
"2.1GHz(20M)","1-25437-16",37.608333,127.086806
"2.1GHz(20M)","1-25437-17",37.607867,127.074998
"800MHz","1-25437-2",37.6164,127.094809
"1.8GHz(20M)","1-25437-3",37.602217,127.094842
"1.8GHz(20M)","1-25437-4",37.605283,127.094727
"1.8GHz(20M)","1-25437-5",37.6164,127.094809
"2.1GHz(20M)","1-25437-6",37.602217,127.094842
"2.1GHz(20M)","1-25437-7",37.6165,127.095222
"2.1GHz(20M)","1-25437-8",37.6164,127.094809
"800MHz","1-25437-9",37.6165,127.093664
"800MHz","1-25438-0",37.5975,127.076653
"800MHz","1-25438-1",37.586167,127.083744
"800MHz","1-25438-10",37.589,127.076839
"800MHz","1-25438-11",37.5882,127.082864
"1.8GHz(20M)","1-25438-12",37.58505,127.077129
"1.8GHz(20M)","1-25438-13",37.589,127.076839
"1.8GHz(20M)","1-25438-14",37.5882,127.082864
"2.1GHz(20M)","1-25438-15",37.58505,127.077129
"2.1GHz(20M)","1-25438-16",37.589,127.076839
"2.1GHz(20M)","1-25438-17",37.5882,127.082864
"800MHz","1-25438-2",37.592833,127.083044
"1.8GHz(20M)","1-25438-3",37.5975,127.076653
"1.8GHz(20M)","1-25438-4",37.586167,127.083744
"1.8GHz(20M)","1-25438-5",37.592333,127.083314
"2.1GHz(20M)","1-25438-6",37.5975,127.076653
"2.1GHz(20M)","1-25438-7",37.586167,127.083744
"2.1GHz(20M)","1-25438-8",37.592333,127.083036
"800MHz","1-25438-9",37.58505,127.077129
"800MHz","1-25439-0",37.6001,127.097779
"800MHz","1-25439-1",37.599117,127.094219
"800MHz","1-25439-10",37.606833,127.108319
"800MHz","1-25439-11",37.59155,127.073569
"1.8GHz(20M)","1-25439-12",37.604383,127.094735
"1.8GHz(20M)","1-25439-13",37.606833,127.108319
"1.8GHz(20M)","1-25439-14",37.59155,127.073569
"2.1GHz(20M)","1-25439-16",37.606833,127.108319
"800MHz","1-25439-2",37.601167,127.093065
"1.8GHz(20M)","1-25439-3",37.6001,127.097779
"1.8GHz(20M)","1-25439-4",37.599117,127.094219
"1.8GHz(20M)","1-25439-5",37.601167,127.093065
"2.1GHz(20M)","1-25439-7",37.599117,127.094219
"800MHz","1-25439-9",37.604383,127.094735
"800MHz","1-25440-0",37.618333,127.102556
"800MHz","1-25440-1",37.592367,127.095631
"800MHz","1-25440-10",37.624067,127.09396
"1.8GHz(20M)","1-25440-12",37.610483,127.103581
"1.8GHz(20M)","1-25440-13",37.624067,127.09396
"2.1GHz(20M)","1-25440-15",37.610483,127.103581
"800MHz","1-25440-2",37.6083,127.113292
"800MHz","1-25440-2",37.605167,127.102478
"1.8GHz(20M)","1-25440-3",37.6317,127.102639
"1.8GHz(20M)","1-25440-4",37.592367,127.095631
"1.8GHz(20M)","1-25440-5",37.6083,127.113292
"1.8GHz(20M)","1-25440-5",37.605,127.1022
"2.1GHz(20M)","1-25440-6",37.621,127.102661
"2.1GHz(20M)","1-25440-8",37.605167,127.102478
"2.1GHz(20M)","1-25440-8",37.6083,127.113292
"800MHz","1-25440-9",37.610483,127.103581
"800MHz","1-26499-0",37.58375,127.026688
"800MHz","1-26499-1",37.59875,127.018361
"800MHz","1-26499-10",37.594617,127.031812
"800MHz","1-26499-11",37.58375,127.026688
"1.8GHz(20M)","1-26499-13",37.594617,127.031812
"1.8GHz(20M)","1-26499-14",37.58,127.007019
"1.8GHz(20M)","1-26499-15",37.594617,127.031812
"1.8GHz(20M)","1-26499-16",37.584217,127.026692
"1.8GHz(20M)","1-26499-17",37.592667,127.037931
"800MHz","1-26499-18",37.59875,127.018361
"800MHz","1-26499-19",37.594617,127.031812
"800MHz","1-26499-2",37.58375,127.026688
"800MHz","1-26499-20",37.58,127.007019
"800MHz","1-26499-27",37.594617,127.031812
"800MHz","1-26499-28",37.584217,127.026692
"800MHz","1-26499-29",37.592667,127.037931
"1.8GHz(20M)","1-26499-4",37.59875,127.018361
"1.8GHz(20M)","1-26499-5",37.58375,127.026688
"1.8GHz(20M)","1-26499-7",37.594617,127.031812
"1.8GHz(20M)","1-26499-8",37.58375,127.026688
"800MHz","1-26499-9",37.584617,127.026676
"800MHz","1-26500-0",37.586,127.029222
"800MHz","1-26500-1",37.58485,127.028974
"800MHz","1-26500-10",37.573667,127.028272
"800MHz","1-26500-11",37.568333,127.024833
"1.8GHz(20M)","1-26500-12",37.586,127.029222
"1.8GHz(20M)","1-26500-13",37.573667,127.028272
"1.8GHz(20M)","1-26500-14",37.568333,127.024833
"2.1GHz(20M)","1-26500-15",37.586033,127.029228
"2.1GHz(20M)","1-26500-16",37.573667,127.028272
"800MHz","1-26500-2",37.568333,127.024833
"1.8GHz(20M)","1-26500-3",37.586,127.029222
"1.8GHz(20M)","1-26500-4",37.58485,127.028974
"1.8GHz(20M)","1-26500-5",37.568333,127.024833
"2.1GHz(20M)","1-26500-6",37.586383,127.029229
"2.1GHz(20M)","1-26500-7",37.58485,127.028974
"2.1GHz(20M)","1-26500-8",37.569433,127.024834
"800MHz","1-26500-9",37.586,127.029222
"800MHz","1-26501-0",37.585667,127.035069
"800MHz","1-26501-1",37.590617,127.034284
"800MHz","1-26501-10",37.585833,127.034542
"800MHz","1-26501-11",37.587333,127.033756
"1.8GHz(20M)","1-26501-12",37.585667,127.035069
"1.8GHz(20M)","1-26501-13",37.585833,127.034542
"1.8GHz(20M)","1-26501-14",37.587333,127.033756
"2.1GHz(20M)","1-26501-15",37.5857,127.03507
"2.1GHz(20M)","1-26501-16",37.585833,127.034542
"2.1GHz(20M)","1-26501-17",37.587333,127.033756
"800MHz","1-26501-2",37.5914,127.030513
"1.8GHz(20M)","1-26501-3",37.585667,127.035069
"1.8GHz(20M)","1-26501-4",37.590617,127.034284
"1.8GHz(20M)","1-26501-5",37.5914,127.030513
"2.1GHz(20M)","1-26501-6",37.5857,127.03507
"2.1GHz(20M)","1-26501-7",37.590617,127.034284
"800MHz","1-26501-9",37.585667,127.035069
"800MHz","1-26502-0",37.592167,127.028849
"800MHz","1-26502-1",37.5905,127.029267
"800MHz","1-26502-1",37.58405,127.029177
"1.8GHz(20M)","1-26502-12",37.589333,127.030267
"2.1GHz(20M)","1-26502-15",37.589333,127.030267
"800MHz","1-26502-2",37.591333,127.029606
"800MHz","1-26502-2",37.592333,127.029211
"1.8GHz(20M)","1-26502-3",37.592167,127.028849
"1.8GHz(20M)","1-26502-4",37.597717,127.029371
"1.8GHz(20M)","1-26502-4",37.597717,127.029371
"1.8GHz(20M)","1-26502-5",37.592333,127.029211
"1.8GHz(20M)","1-26502-5",37.591333,127.029606
"2.1GHz(20M)","1-26502-6",37.592167,127.028849
"2.1GHz(20M)","1-26502-7",37.590533,127.029267
"2.1GHz(20M)","1-26502-7",37.597717,127.029371
"2.1GHz(20M)","1-26502-8",37.591333,127.029606
"2.1GHz(20M)","1-26502-8",37.592333,127.029211
"800MHz","1-26502-9",37.589333,127.030267
"800MHz","1-26503-0",37.5952,127.031986
"800MHz","1-26503-1",37.5952,127.031986
"800MHz","1-26503-10",37.588367,127.030551
"800MHz","1-26503-11",37.594333,127.027822
"1.8GHz(20M)","1-26503-12",37.594933,127.031846
"1.8GHz(20M)","1-26503-13",37.588367,127.030551
"1.8GHz(20M)","1-26503-14",37.594333,127.027822
"2.1GHz(20M)","1-26503-15",37.5952,127.031986
"2.1GHz(20M)","1-26503-16",37.588367,127.030551
"2.1GHz(20M)","1-26503-17",37.594367,127.028101
"800MHz","1-26503-2",37.595167,127.029491
"1.8GHz(20M)","1-26503-3",37.594933,127.031846
"1.8GHz(20M)","1-26503-4",37.594933,127.031846
"1.8GHz(20M)","1-26503-5",37.595167,127.029491
"2.1GHz(20M)","1-26503-6",37.5952,127.031986
"2.1GHz(20M)","1-26503-7",37.5952,127.031986
"2.1GHz(20M)","1-26503-8",37.595167,127.029491
"800MHz","1-26503-9",37.595167,127.031983
"800MHz","1-26504-0",37.595333,127.027008
"800MHz","1-26504-0",37.59975,127.024861
"800MHz","1-26504-1",37.591667,127.028931
"800MHz","1-26504-1",37.585283,127.028221
"800MHz","1-26504-11",37.588,127.035117
"1.8GHz(20M)","1-26504-14",37.588,127.035117
"2.1GHz(20M)","1-26504-17",37.588033,127.035673
"800MHz","1-26504-2",37.591667,127.032373
"1.8GHz(20M)","1-26504-3",37.595333,127.027008
"1.8GHz(20M)","1-26504-3",37.59975,127.024861
"1.8GHz(20M)","1-26504-4",37.591667,127.028931
"1.8GHz(20M)","1-26504-4",37.585283,127.028221
"1.8GHz(20M)","1-26504-5",37.591667,127.032373
"2.1GHz(20M)","1-26504-6",37.59975,127.024861
"2.1GHz(20M)","1-26504-6",37.595367,127.028398
"2.1GHz(20M)","1-26504-7",37.592033,127.028931
"800MHz","1-26505-0",37.588833,127.028564
"800MHz","1-26505-1",37.59,127.023133
"800MHz","1-26505-10",37.58915,127.031704
"800MHz","1-26505-11",37.58915,127.031704
"1.8GHz(20M)","1-26505-12",37.59695,127.025267
"1.8GHz(20M)","1-26505-13",37.58915,127.031704
"1.8GHz(20M)","1-26505-14",37.58915,127.035037
"2.1GHz(20M)","1-26505-15",37.59695,127.025267
"2.1GHz(20M)","1-26505-16",37.584117,127.027375
"2.1GHz(20M)","1-26505-17",37.58915,127.025037
"800MHz","1-26505-2",37.584117,127.026264
"1.8GHz(20M)","1-26505-3",37.588833,127.028564
"1.8GHz(20M)","1-26505-4",37.59,127.023133
"1.8GHz(20M)","1-26505-5",37.584117,127.026264
"2.1GHz(20M)","1-26505-6",37.58885,127.025509
"2.1GHz(20M)","1-26505-7",37.590033,127.023134
"2.1GHz(20M)","1-26505-8",37.584117,127.027375
"800MHz","1-26505-9",37.59695,127.025267
"800MHz","1-26506-0",37.5785,127.032283
"800MHz","1-26506-1",37.578167,127.024028
"800MHz","1-26506-10",37.594167,127.033311
"800MHz","1-26506-11",37.585333,127.023167
"1.8GHz(20M)","1-26506-12",37.5775,127.024089
"1.8GHz(20M)","1-26506-13",37.594167,127.033311
"1.8GHz(20M)","1-26506-14",37.585333,127.023167
"2.1GHz(20M)","1-26506-15",37.577533,127.024367
"2.1GHz(20M)","1-26506-16",37.5942,127.033034
"2.1GHz(20M)","1-26506-17",37.585333,127.023167
"800MHz","1-26506-2",37.588,127.035117
"1.8GHz(20M)","1-26506-3",37.5785,127.032283
"1.8GHz(20M)","1-26506-4",37.578167,127.024028
"1.8GHz(20M)","1-26506-5",37.588,127.035117
"2.1GHz(20M)","1-26506-6",37.5785,127.032283
"2.1GHz(20M)","1-26506-7",37.5782,127.024033
"2.1GHz(20M)","1-26506-8",37.588033,127.035673
"800MHz","1-26506-9",37.5775,127.024089
"800MHz","1-26507-0",37.588167,127.040383
"800MHz","1-26507-1",37.584167,127.037347
"800MHz","1-26507-10",37.585833,127.036785
"800MHz","1-26507-11",37.589833,127.038804
"1.8GHz(20M)","1-26507-12",37.588117,127.039154
"1.8GHz(20M)","1-26507-13",37.585833,127.036785
"1.8GHz(20M)","1-26507-14",37.589833,127.038804
"2.1GHz(20M)","1-26507-15",37.588117,127.039154
"2.1GHz(20M)","1-26507-16",37.585833,127.036785
"2.1GHz(20M)","1-26507-17",37.589833,127.038804
"800MHz","1-26507-2",37.59795,127.037908
"1.8GHz(20M)","1-26507-3",37.588167,127.040383
"1.8GHz(20M)","1-26507-4",37.584167,127.037347
"1.8GHz(20M)","1-26507-5",37.59795,127.037908
"2.1GHz(20M)","1-26507-6",37.588167,127.040383
"2.1GHz(20M)","1-26507-7",37.584167,127.037347
"2.1GHz(20M)","1-26507-8",37.59795,127.037908
"800MHz","1-26507-9",37.588117,127.039154
"800MHz","1-26508-0",37.5955,127.037008
"800MHz","1-26508-1",37.599833,127.037981
"800MHz","1-26508-10",37.592017,127.039964
"800MHz","1-26508-11",37.5955,127.037008
"1.8GHz(20M)","1-26508-12",37.5955,127.037008
"1.8GHz(20M)","1-26508-13",37.592017,127.039964
"1.8GHz(20M)","1-26508-14",37.5955,127.037008
"2.1GHz(20M)","1-26508-15",37.5955,127.037008
"2.1GHz(20M)","1-26508-17",37.5955,127.037008
"800MHz","1-26508-2",37.595333,127.0409
"1.8GHz(20M)","1-26508-3",37.5955,127.037008
"1.8GHz(20M)","1-26508-4",37.599833,127.037981
"1.8GHz(20M)","1-26508-5",37.595333,127.0409
"2.1GHz(20M)","1-26508-6",37.5955,127.037008
"2.1GHz(20M)","1-26508-7",37.599833,127.037981
"2.1GHz(20M)","1-26508-8",37.595333,127.0409
"800MHz","1-26508-9",37.5955,127.037008
"800MHz","1-26509-0",37.5788,127.032351
"800MHz","1-26509-1",37.568667,127.038417
"800MHz","1-26509-10",37.574833,127.041011
"800MHz","1-26509-11",37.568333,127.033922
"1.8GHz(20M)","1-26509-12",37.566667,127.031347
"1.8GHz(20M)","1-26509-13",37.574833,127.041011
"1.8GHz(20M)","1-26509-14",37.568333,127.033922
"2.1GHz(20M)","1-26509-15",37.583317,127.031347
"2.1GHz(20M)","1-26509-16",37.574833,127.041011
"800MHz","1-26509-2",37.575833,127.032947
"1.8GHz(20M)","1-26509-3",37.5788,127.032351
"1.8GHz(20M)","1-26509-4",37.568667,127.038417
"1.8GHz(20M)","1-26509-5",37.575833,127.032947
"2.1GHz(20M)","1-26509-8",37.575833,127.032947
"800MHz","1-26509-9",37.566667,127.031347
"800MHz","1-26510-0",37.575367,127.038698
"800MHz","1-26510-1",37.575,127.035592
"800MHz","1-26510-10",37.5742,127.035687
"800MHz","1-26510-11",37.57155,127.038225
"1.8GHz(20M)","1-26510-12",37.574233,127.03731
"1.8GHz(20M)","1-26510-13",37.5742,127.035687
"1.8GHz(20M)","1-26510-14",37.57155,127.038225
"2.1GHz(20M)","1-26510-15",37.574233,127.03731
"2.1GHz(20M)","1-26510-16",37.5742,127.035687
"2.1GHz(20M)","1-26510-17",37.57155,127.038225
"1.8GHz(20M)","1-26510-3",37.575367,127.038698
"1.8GHz(20M)","1-26510-4",37.575,127.035592
"2.1GHz(20M)","1-26510-6",37.575333,127.037586
"2.1GHz(20M)","1-26510-7",37.575,127.035592
"800MHz","1-26510-9",37.574233,127.03731
"800MHz","1-26511-0",37.590333,127.042847
"800MHz","1-26511-1",37.5855,127.034203
"800MHz","1-26511-10",37.578833,127.033472
"800MHz","1-26511-11",37.57305,127.043639
"1.8GHz(20M)","1-26511-12",37.59385,127.03755
"1.8GHz(20M)","1-26511-13",37.578833,127.033472
"1.8GHz(20M)","1-26511-14",37.57305,127.043639
"2.1GHz(20M)","1-26511-16",37.578833,127.033472
"800MHz","1-26511-2",37.593683,127.0448
"1.8GHz(20M)","1-26511-3",37.590333,127.042847
"1.8GHz(20M)","1-26511-4",37.5855,127.034203
"1.8GHz(20M)","1-26511-5",37.593683,127.0448
"2.1GHz(20M)","1-26511-6",37.590333,127.042847
"2.1GHz(20M)","1-26511-7",37.5855,127.034203
"800MHz","1-26511-9",37.59385,127.03755
"800MHz","1-26512-0",37.581333,127.044536
"800MHz","1-26512-1",37.586667,127.049086
"800MHz","1-26512-10",37.593333,127.047389
"1.8GHz(20M)","1-26512-12",37.571867,127.048732
"1.8GHz(20M)","1-26512-13",37.593333,127.047389
"2.1GHz(20M)","1-26512-15",37.571867,127.048732
"2.1GHz(20M)","1-26512-16",37.593517,127.047392
"800MHz","1-26512-2",37.5794,127.048043
"800MHz","1-26512-2",37.571867,127.048732
"1.8GHz(20M)","1-26512-3",37.581333,127.044536
"1.8GHz(20M)","1-26512-4",37.586667,127.049086
"1.8GHz(20M)","1-26512-5",37.571867,127.048732
